1	4	6	12.6	4.4821
2	2	23.082	12.6	3.3393
3	3	39.021	12.6	2.0714
4	1	53.693	12.6	3
5	4	69.293	12.6	4.875
6	2	86.768	12.6	4.8214
7	3	104.19	12.6	4.25
8	1	121.04	12.6	2.6786
9	4	136.32	12.6	4.7857
10	2	153.7	12.6	3.4107
11	3	169.71	12.6	4.0893
12	1	186.4	12.6	7.4107
13	2	206.41	12.6	2.0536
14	4	221.07	12.6	3.4643
15	1	237.13	12.6	3.6071
16	3	253.34	12.6	4.1429
17	2	270.08	12.6	2.3571
18	4	285.04	12.6	7.2143
19	1	304.85	12.6	4.1786
20	3	321.63	12.6	4.6429
21	2	338.88	12.6	2.0536
22	4	353.53	12.6	4
23	1	370.13	12.6	4.6607
24	3	387.39	12.6	8
