1	4	6	12.6	4.0714
2	2	22.671	12.6	3.4286
3	3	38.7	12.6	3.5714
4	1	54.871	12.6	4.8393
5	4	72.311	12.6	4.8036
6	2	89.714	12.6	2.2679
7	3	104.58	12.6	6.7679
8	1	123.95	12.6	3.3929
9	4	139.94	12.6	4.2143
10	2	156.76	12.6	3.8214
11	3	173.18	12.6	2.0179
12	1	187.8	12.6	7.9821
13	2	208.38	12.6	4.7321
14	4	225.71	12.6	4
15	1	242.31	12.6	3.4464
16	3	258.36	12.6	2.625
17	2	273.58	12.6	4.9464
18	4	291.13	12.6	4.4107
19	1	308.14	12.6	3.3214
20	3	324.06	12.6	4.0714
21	2	340.73	12.6	2.5893
22	4	355.92	12.6	4.7321
23	1	373.25	12.6	2.125
24	3	387.98	12.6	8
