1	4	6	12.6	4.9643
2	2	23.564	12.6	2.5179
3	3	38.682	12.6	5
4	1	56.282	12.6	4.6607
5	4	73.543	12.6	2.5714
6	2	88.714	12.6	3.2321
7	3	104.55	12.6	2.3393
8	1	119.49	12.6	7.3571
9	4	139.44	12.6	2.2857
10	2	154.33	12.6	2.2857
11	3	169.21	12.6	2.0179
12	1	183.83	12.6	4.1964
13	2	200.63	12.6	7.0714
14	4	220.3	12.6	7.9464
15	1	240.85	12.6	3.1607
16	3	256.61	12.6	2.5357
17	2	271.74	12.6	2.2857
18	4	286.63	12.6	4.8571
19	1	304.09	12.6	4.6607
20	3	321.35	12.6	4.6071
21	2	338.55	12.6	2
22	4	353.15	12.6	4.25
23	1	370	12.6	4.8214
24	3	387.43	12.6	8
