1	4	6	12.6	4.0893
2	2	22.689	12.6	2.9821
3	3	38.271	12.6	3.2679
4	1	54.139	12.6	4
5	4	70.739	12.6	4.4643
6	2	87.804	12.6	2.4643
7	3	102.87	12.6	4.7143
8	1	120.18	12.6	4.5893
9	4	137.37	12.6	2.6071
10	2	152.58	12.6	4.9821
11	3	170.16	12.6	2.0893
12	1	184.85	12.6	4.8214
13	2	202.27	12.6	3.125
14	4	218	12.6	4.8929
15	1	235.49	12.6	2.6607
16	3	250.75	12.6	4.8036
17	2	268.15	12.6	5.6429
18	4	286.4	12.6	4.2321
19	1	303.23	12.6	4.0536
20	3	319.88	12.6	4.0714
21	2	336.55	12.6	4.8571
22	4	354.01	12.6	3.8929
23	1	370.5	12.6	4.4464
24	3	387.55	12.6	8
