1	4	6	12.6	4.625
2	2	23.225	12.6	2.1071
3	3	37.932	12.6	2.5893
4	1	53.121	12.6	4.3929
5	4	70.114	12.6	4.8571
6	2	87.571	12.6	6.4286
7	3	106.6	12.6	3.1071
8	1	122.31	12.6	4.6429
9	4	139.55	12.6	4.1071
10	2	156.26	12.6	4.375
11	3	173.23	12.6	2
12	1	187.83	12.6	6.4464
13	2	206.88	12.6	4.1607
14	4	223.64	12.6	3.125
15	1	239.36	12.6	2.2321
16	3	254.2	12.6	3.6071
17	2	270.4	12.6	7.2857
18	4	290.29	12.6	2.0179
19	1	304.91	12.6	4.9821
20	3	322.49	12.6	2.3571
21	2	337.45	12.6	3.75
22	4	353.8	12.6	4.6786
23	1	371.08	12.6	4.4107
24	3	388.09	12.6	8
