1	4	6	12.6	4.5179
2	2	23.118	12.6	2.5536
3	3	38.271	12.6	2.1786
4	1	53.05	12.6	4.375
5	4	70.025	12.6	7.8036
6	2	90.429	12.6	2.25
7	3	105.28	12.6	4.2857
8	1	122.16	12.6	4.125
9	4	138.89	12.6	4.5893
10	2	156.08	12.6	2.2857
11	3	170.96	12.6	4.5714
12	1	188.14	12.6	4.5893
13	2	205.32	12.6	3.1071
14	4	221.03	12.6	4.4107
15	1	238.04	12.6	4.0179
16	3	254.66	12.6	7.8393
17	2	275.1	12.6	2.4464
18	4	290.15	12.6	3.2857
19	1	306.03	12.6	4.5
20	3	323.13	12.6	2.5893
21	2	338.32	12.6	5.0179
22	4	355.94	12.6	2.6964
23	1	371.24	12.6	4.1071
24	3	387.94	12.6	8
