1	4	6	12.6	3.6786
2	2	22.279	12.6	2.4821
3	3	37.361	12.6	2.8214
4	1	52.782	12.6	4.2321
5	4	69.614	12.6	4.2143
6	2	86.429	12.6	2.125
7	3	101.15	12.6	5
8	1	118.75	12.6	4.9821
9	4	136.34	12.6	4.3393
10	2	153.27	12.6	2.0893
11	3	167.96	12.6	4.75
12	1	185.31	12.6	7.3214
13	2	205.24	12.6	2.3393
14	4	220.17	12.6	7.6071
15	1	240.38	12.6	2.2143
16	3	255.2	12.6	4.1071
17	2	271.9	12.6	4.625
18	4	289.13	12.6	3.1607
19	1	304.89	12.6	6.3571
20	3	323.85	12.6	4.5893
21	2	341.04	12.6	2.125
22	4	355.76	12.6	2.375
23	1	370.74	12.6	4.2321
24	3	387.57	12.6	8
