1	4	6	12.6	2.3214
2	2	20.921	12.6	4.0893
3	3	37.611	12.6	2.0179
4	1	52.229	12.6	4.8214
5	4	69.65	12.6	3.9821
6	2	86.232	12.6	2.2321
7	3	101.06	12.6	3.0536
8	1	116.72	12.6	4.7143
9	4	134.03	12.6	4.625
10	2	151.26	12.6	4.6964
11	3	168.55	12.6	4.3929
12	1	185.55	12.6	7.3929
13	2	205.54	12.6	2.6964
14	4	220.84	12.6	4.8571
15	1	238.29	12.6	2.2857
16	3	253.18	12.6	2.5536
17	2	268.33	12.6	4.1786
18	4	285.11	12.6	5
19	1	302.71	12.6	6.0179
20	3	321.33	12.6	4.1071
21	2	338.04	12.6	4.875
22	4	355.51	12.6	4.2143
23	1	372.33	12.6	3.0714
24	3	388	12.6	8
