1	4	6	12.6	4.7857
2	2	23.386	12.6	2.7143
3	3	38.7	12.6	3.6607
4	1	54.961	12.6	6.6071
5	4	74.168	12.6	4.5357
6	2	91.304	12.6	4.2857
7	3	108.19	12.6	4.5357
8	1	125.33	12.6	4.4107
9	4	142.34	12.6	4.4643
10	2	159.4	12.6	3.625
11	3	175.62	12.6	3.4464
12	1	191.67	12.6	6.3214
13	2	210.59	12.6	2.4464
14	4	225.64	12.6	4.3393
15	1	242.58	12.6	2.2679
16	3	257.45	12.6	2.5536
17	2	272.6	12.6	4.375
18	4	289.58	12.6	4.3036
19	1	306.48	12.6	4.2321
20	3	323.31	12.6	4.2857
21	2	340.2	12.6	4.0536
22	4	356.85	12.6	3.4107
23	1	372.86	12.6	2.5
24	3	387.96	12.6	8
