1	4	6	12.6	3.2143
2	2	21.814	12.6	2.5179
3	3	36.932	12.6	4.25
4	1	53.782	12.6	4.4286
5	4	70.811	12.6	7.7679
6	2	91.179	12.6	2.6964
7	3	106.47	12.6	4.8036
8	1	123.88	12.6	3.5714
9	4	140.05	12.6	3.7143
10	2	156.36	12.6	3.5179
11	3	172.48	12.6	2.8393
12	1	187.92	12.6	4.4643
13	2	204.99	12.6	4.4643
14	4	222.05	12.6	2.0179
15	1	236.67	12.6	2.1071
16	3	251.38	12.6	7.5893
17	2	271.56	12.6	6.8393
18	4	291	12.6	3.9464
19	1	307.55	12.6	3.3393
20	3	323.49	12.6	4.4643
21	2	340.55	12.6	2.6964
22	4	355.85	12.6	3.625
23	1	372.08	12.6	3.125
24	3	387.8	12.6	8
