1	4	6	12.6	4.4643
2	2	23.064	12.6	4.4464
3	3	40.111	12.6	2.0536
4	1	54.764	12.6	4.1964
5	4	71.561	12.6	7.5893
6	2	91.75	12.6	2.0536
7	3	106.4	12.6	2.125
8	1	121.13	12.6	4.4464
9	4	138.17	12.6	3.8036
10	2	154.58	12.6	2.2321
11	3	169.41	12.6	2.5536
12	1	184.56	12.6	4.7321
13	2	201.9	12.6	4.0536
14	4	218.55	12.6	4.3929
15	1	235.54	12.6	2.0893
16	3	250.23	12.6	4.7679
17	2	267.6	12.6	6.8929
18	4	287.09	12.6	5.4464
19	1	305.14	12.6	2.4821
20	3	320.22	12.6	4.3393
21	2	337.16	12.6	4.3393
22	4	354.1	12.6	4.5179
23	1	371.22	12.6	3.6607
24	3	387.48	12.6	8
