1	4	6	12.6	3.1786
2	2	21.779	12.6	3.2857
3	3	37.664	12.6	2.8036
4	1	53.068	12.6	3.875
5	4	69.543	12.6	3.75
6	2	85.893	12.6	3.3929
7	3	101.89	12.6	6.3929
8	1	120.88	12.6	4.7679
9	4	138.25	12.6	4.5893
10	2	155.44	12.6	2.4464
11	3	170.48	12.6	4.0357
12	1	187.12	12.6	4.1429
13	2	203.86	12.6	3.1607
14	4	219.62	12.6	3.375
15	1	235.6	12.6	4.5357
16	3	252.73	12.6	2.5714
17	2	267.9	12.6	4.5357
18	4	285.04	12.6	6.8393
19	1	304.48	12.6	4.875
20	3	321.95	12.6	4.2679
21	2	338.82	12.6	3.6964
22	4	355.12	12.6	5
23	1	372.72	12.6	2.1071
24	3	387.43	12.6	8
