1	4	6	12.6	2.8036
2	2	21.404	12.6	2.2321
3	3	36.236	12.6	4.1964
4	1	53.032	12.6	3.7679
5	4	69.4	12.6	4.2679
6	2	86.268	12.6	4.5357
7	3	103.4	12.6	4
8	1	120	12.6	5.9643
9	4	138.57	12.6	2
10	2	153.17	12.6	4
11	3	169.77	12.6	2.3929
12	1	184.76	12.6	7.2857
13	2	204.65	12.6	3.9286
14	4	221.17	12.6	4.9107
15	1	238.69	12.6	2.2143
16	3	253.5	12.6	4.5893
17	2	270.69	12.6	4.5179
18	4	287.81	12.6	4.6429
19	1	305.05	12.6	4.8036
20	3	322.45	12.6	5.0714
21	2	340.13	12.6	2.5536
22	4	355.28	12.6	4.0536
23	1	371.93	12.6	2.9821
24	3	387.51	12.6	8
