1	4	6	12.6	2.75
2	2	21.35	12.6	2.875
3	3	36.825	12.6	3.0714
4	1	52.496	12.6	4.3571
5	4	69.454	12.6	4.2321
6	2	86.286	12.6	4.1071
7	3	102.99	12.6	2.4107
8	1	118	12.6	6.5179
9	4	137.12	12.6	2.8929
10	2	152.61	12.6	2.8036
11	3	168.02	12.6	4.7321
12	1	185.35	12.6	4.8929
13	2	202.84	12.6	2.2857
14	4	217.73	12.6	4.4107
15	1	234.74	12.6	2.25
16	3	249.59	12.6	3.3571
17	2	265.55	12.6	7.7857
18	4	285.93	12.6	3.4643
19	1	302	12.6	3.9464
20	3	318.54	12.6	3.4464
21	2	334.59	12.6	7.7679
22	4	354.96	12.6	4.5179
23	1	372.08	12.6	2.8393
24	3	387.51	12.6	8
