1	4	6	12.6	2.9821
2	2	21.582	12.6	2.9107
3	3	37.093	12.6	3.4464
4	1	53.139	12.6	7.875
5	4	73.614	12.6	4.1964
6	2	90.411	12.6	2.6607
7	3	105.67	12.6	2.4643
8	1	120.74	12.6	4.2857
9	4	137.62	12.6	3.6786
10	2	153.9	12.6	4.8214
11	3	171.32	12.6	3.6786
12	1	187.6	12.6	7.9464
13	2	208.15	12.6	3.3393
14	4	224.09	12.6	2.4643
15	1	239.15	12.6	2.3214
16	3	254.07	12.6	2.6607
17	2	269.33	12.6	7.2321
18	4	289.16	12.6	4.9286
19	1	306.69	12.6	2.7143
20	3	322.01	12.6	3.5
21	2	338.11	12.6	2.4464
22	4	353.15	12.6	4.8571
23	1	370.61	12.6	4.6071
24	3	387.82	12.6	8
