1	4	6	12.6	2.1786
2	2	20.779	12.6	2.25
3	3	35.629	12.6	2.8214
4	1	51.05	12.6	2.125
5	4	65.775	12.6	6.3571
6	2	84.732	12.6	4.9643
7	3	102.3	12.6	2.3036
8	1	117.2	12.6	4.3214
9	4	134.12	12.6	4.625
10	2	151.35	12.6	2.2321
11	3	166.18	12.6	4.9464
12	1	183.72	12.6	7.7679
13	2	204.09	12.6	4.3929
14	4	221.09	12.6	2.3929
15	1	236.08	12.6	2.1429
16	3	250.82	12.6	4.25
17	2	267.67	12.6	6.2857
18	4	286.56	12.6	4.8929
19	1	304.05	12.6	2.2321
20	3	318.88	12.6	4.6071
21	2	336.09	12.6	7.0357
22	4	355.73	12.6	3.875
23	1	372.2	12.6	2.8214
24	3	387.62	12.6	8
